identifier,sent,status,msgType,senderName,event,responseType,urgency,severity,certainty,headline,description,instruction,areaDesc,date,time,description_clean,prediction,true_num,pred_num,error
NWS-IDP-PROD-4259730-3589265,2020-06-07T01:22:00.000Z,Actual,Alert,NWS Boston/Norton MA,Special Marine Warning,['Avoid'],Immediate,Severe,Likely,Special Marine Warning issued June 6 at 9:22PM EDT until June 6 at 10:45PM EDT by NWS Boston/Norton MA,"The National Weather Service in Boston/Norton has issued a

* Special Marine Warning for...
Boston Harbor...
Coastal waters east of Ipswich Bay and the Stellwagen Bank National
Marine Sanctuary...
Massachusetts Bay and Ipswich Bay...

* Until 1045 PM EDT.

* At 922 PM EDT, a strong thunderstorm was located 9 nm west of
Boston, moving east at 25 knots.

HAZARD...Wind gusts 34 knots or greater and small hail.

SOURCE...Radar.

IMPACT...Small craft could be damaged in briefly higher winds and
suddenly higher waves.

* Locations impacted include...
Quincy Harbor, Boston Light, Scituate Harbor, Minot Light and Ocean
Bluff-Brant Rock.","Report severe weather to the Coast Guard or the National Weather
Service.",Boston Harbor; Coastal waters east of Ipswich Bay and the Stellwagen Bank National Marine Sanctuary; Massachusetts Bay and Ipswich Bay,2020-06-07,01:22:00,"the national weather service in boston/norton has issued a * special marine warning for... boston harbor... coastal waters east of ipswich bay and the stellwagen bank national marine sanctuary... massachusetts bay and ipswich bay... * until 1045 pm edt. * at 922 pm edt, a strong thunderstorm was located 9 nm west of boston, moving east at 25 knots. hazard...wind gusts 34 knots or greater and small hail. source...radar. impact...small craft could be damaged in briefly higher winds and suddenly higher waves. * locations impacted include... quincy harbor, boston light, scituate harbor, minot light and ocean bluff-brant rock.",Severe,3,3,0
NWS-IDP-PROD-4258151,2020-06-06T15:41:00.000Z,Actual,Alert,NWS Salt Lake City UT,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued June 6 at 9:41AM MDT by NWS Salt Lake City UT,"At 941 AM MDT, National Weather Service Doppler radar indicated a
strong thunderstorm over Escalante...moving north at 25 mph.

Penny size hail and wind gusts up to 50 mph will be possible.

Locations impacted include...
Escalante and Boulder.

This includes Utah Route 12 between mile markers 50 and 97.","If threatening weather approaches, take shelter in a sturdy building.",South Central Utah; Southern Utah Mountains,2020-06-06,15:41:00,"at 941 am mdt, national weather service doppler radar indicated a strong thunderstorm over escalante...moving north at 25 mph. penny size hail and wind gusts up to 50 mph will be possible. locations impacted include... escalante and boulder. this includes utah route 12 between mile markers 50 and 97.",Severe,2,3,1
NWS-IDP-PROD-4259108-3588812,2020-06-06T21:27:00.000Z,Actual,Update,NWS Pueblo CO,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued June 6 at 3:27PM MDT until June 6 at 3:45PM MDT by NWS Pueblo CO,"At 326 PM MDT, a severe thunderstorm was located 7 miles southwest of
Fort Carson, or 10 miles southwest of Colorado Springs, moving north
at 65 mph.

HAZARD...70 mph wind gusts and quarter size hail.

SOURCE...Radar indicated.

IMPACT...Hail damage to vehicles is expected. Expect considerable
tree damage. Wind damage is also likely to mobile homes,
roofs, and outbuildings.

Locations impacted include...
Colorado Springs, Fountain, Manitou Springs, Stratmoor, Fort Carson,
Security, Peterson AFB, Security-Widefield, Cimarron Hills and
Cascade.","For your protection move to an interior room on the lowest floor of a
building.","El Paso, CO; Teller, CO; Fremont, CO",2020-06-06,21:27:00,"at 326 pm mdt, a severe thunderstorm was located 7 miles southwest of fort carson, or 10 miles southwest of colorado springs, moving north at 65 mph. hazard...70 mph wind gusts and quarter size hail. source...radar indicated. impact...hail damage to vehicles is expected. expect considerable tree damage. wind damage is also likely to mobile homes, roofs, and outbuildings. locations impacted include... colorado springs, fountain, manitou springs, stratmoor, fort carson, security, peterson afb, security-widefield, cimarron hills and cascade.",Severe,3,3,0
NWS-130404-689490-476677,2013-12-31T21:59:28.000Z,Actual,Update,NWS Buffalo NY,Lake Effect Snow Warning,['Avoid'],Expected,Extreme,Likely,Lake Effect Snow Warning issued December 31 at 4:58PM EST expiring January 1 at 1:00PM EST by NWS Buffalo NY,"* LOCATIONS...NORTHERN CAYUGA COUNTY...MAINLY ALONG AND NORTH OF 
  ROUTE 104. 

* TIMING...THROUGH EARLY WEDNESDAY AFTERNOON.

* ACCUMULATIONS...8 TO 16 INCHES TONIGHT...AND 3 TO 6 INCHES
  WEDNESDAY...LEADING TO STORM TOTALS OF 12 TO 23 INCHES IN THE
  MOST PERSISTENT LAKE SNOWS.

* WINDS...WEST 20 TO 30 MPH.

* VISIBILITIES...UNDER A QUARTER MILE AT TIMES.

* IMPACTS...AN INTENSE LAKE EFFECT SNOW BAND IS EXPECTED TO 
  DEVELOP ACROSS THE AREA TONIGHT. TRAVEL WILL BE EXTREMELY 
  DIFFICULT AT TIMES WITH SNOW COVERED ROADS AND POOR VISIBILITY 
  DUE TO HEAVY SNOW AND BLOWING SNOW.","IF YOU LOSE POWER AND PLAN ON RUNNING A GENERATOR...MAKE SURE
THAT THE GENERATOR IS LOCATED OUTDOORS AND IS PROPERLY
VENTILATED. SPACE HEATERS SHOULD ALSO BE PROPERLY VENTILATED AND
USED ONLY IF THEY ARE OPERATING PROPERLY. MAKE SURE SNOW DOES NOT
BLOCK EXHAUSTS AND FRESH AIR INTAKES FOR HIGH EFFICIENCY FURNACES
AND WATER HEATERS.

STAY TUNED TO NOAA WEATHER RADIO OR YOUR FAVORITE SOURCE OF
WEATHER INFORMATION FOR THE LATEST UPDATES. ADDITIONAL DETAILS
CAN ALSO BE FOUND AT WWW.WEATHER.GOV/BUFFALO.

REPORT SNOW ACCUMULATION TO THE NATIONAL WEATHER SERVICE IN
BUFFALO BY SENDING AN EMAIL TO BUFSTORM.REPORT@NOAA.GOV...POSTING
TO THE NWS BUFFALO FACEBOOK PAGE...OR TWEET...USING THE HASHTAG
BUFWX

IN LAKE EFFECT SNOW THE WEATHER CAN VARY FROM LOCALLY HEAVY SNOW
IN NARROW BANDS TO CLEAR SKIES JUST A FEW MILES AWAY. IF YOU WILL
BE TRAVELING ACROSS THE REGION BE PREPARED FOR RAPID CHANGES IN
ROAD AND VISIBILITY CONDITIONS.

",Cayuga,2013-12-31,21:59:28,* locations...northern cayuga county...mainly along and north of route 104. * timing...through early wednesday afternoon. * accumulations...8 to 16 inches tonight...and 3 to 6 inches wednesday...leading to storm totals of 12 to 23 inches in the most persistent lake snows. * winds...west 20 to 30 mph. * visibilities...under a quarter mile at times. * impacts...an intense lake effect snow band is expected to develop across the area tonight. travel will be extremely difficult at times with snow covered roads and poor visibility due to heavy snow and blowing snow.,Severe,4,3,-1
NWS-IDP-PROD-4263569-3592122,2020-06-08T17:36:00.000Z,Actual,Update,NWS St Louis MO,Flood Warning,['Avoid'],Expected,Severe,Likely,Flood Warning issued June 8 at 12:36PM CDT until June 14 at 7:00AM CDT by NWS St Louis MO,"...The National Weather Service in St. Louis has issued a flood
warning for the following rivers in Missouri and Illinois...

Mississippi River at Quincy

Mississippi River at Lock & Dam 21

Mississippi River at Saverton

River forecasts are based on observed precipitation and forecast
precipitation for the next 48 hours.

The Flood Warning continues for
The Mississippi River at Lock & Dam 21.
* from late Wednesday night to Sunday morning.
* At 12:00 PM Monday the stage was 15.6 feet.
* Flood stage is 17.0 feet.
* Minor flooding is forecast.
* The river will rise above flood stage by early Thursday morning and
crest near 17.3 feet by Thursday evening.the river will fall below
flood stage by early Saturday morning.
* Impact:  At 14.0 feet...Unprotected bottomlands flood.","Rainfall heavier than forecast could cause river levels to rise even
higher than predicted.  The National Weather Service will monitor
this developing situation and issue follow up statements as
conditions or forecasts change.

Safety message:  Never drive cars, trucks, or sport utility vehicles
through flooded areas.  The water may be too deep to allow for safe
passage.

This product, along with additional weather and stream information,
is available at http://water.weather.gov/ahps2/index.php?wfo=lsx.","Marion, MO; Adams, IL",2020-06-08,17:36:00,...the national weather service in st. louis has issued a flood warning for the following rivers in missouri and illinois... mississippi river at quincy mississippi river at lock & dam 21 mississippi river at saverton river forecasts are based on observed precipitation and forecast precipitation for the next 48 hours. the flood warning continues for the mississippi river at lock & dam 21. * from late wednesday night to sunday morning. * at 12:00 pm monday the stage was 15.6 feet. * flood stage is 17.0 feet. * minor flooding is forecast. * the river will rise above flood stage by early thursday morning and crest near 17.3 feet by thursday evening.the river will fall below flood stage by early saturday morning. * impact: at 14.0 feet...unprotected bottomlands flood.,Severe,3,3,0
NWS-IDP-PROD-4255443-3586520,2020-06-05T09:58:00.000Z,Actual,Update,NWS Salt Lake City UT,Red Flag Warning,['Prepare'],Expected,Severe,Likely,Red Flag Warning issued June 5 at 3:58AM MDT until June 5 at 9:00PM MDT by NWS Salt Lake City UT,"* AFFECTED AREA...Fire Weather Zone 478 Salt Lake Desert...Fire
Weather Zone 492 Central Utah West Desert...Fire Weather Zone
495 Color Country West Desert and Fire Weather Zone 497 Mojave
Desert.

* WINDS...South 15 to 25 mph with gusts 30 to 40 mph possible.

* RELATIVE HUMIDITY...As low as 9-15 percent possible.

* THUNDERSTORMS...Isolated dry thunderstorms are expected this
afternoon with strong and erratic outflow winds.

* IMPACTS...Critical fire weather conditions are expected. Any
fire starts could spread rapidly.","A Red Flag Warning means that critical fire weather conditions
are either occurring now...or are imminent. A combination of
strong winds...low relative humidity...and warm temperatures can
contribute to extreme fire behavior.",Mojave Desert; Salt Lake Desert; Central Utah West Desert; Color Country West Desert,2020-06-05,09:58:00,* affected area...fire weather zone 478 salt lake desert...fire weather zone 492 central utah west desert...fire weather zone 495 color country west desert and fire weather zone 497 mojave desert. * winds...south 15 to 25 mph with gusts 30 to 40 mph possible. * relative humidity...as low as 9-15 percent possible. * thunderstorms...isolated dry thunderstorms are expected this afternoon with strong and erratic outflow winds. * impacts...critical fire weather conditions are expected. any fire starts could spread rapidly.,Severe,3,3,0
NWS-IDP-PROD-4260205,2020-06-07T04:30:00.000Z,Actual,Alert,NWS North Platte NE,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued June 6 at 11:30PM CDT by NWS North Platte NE,"At 1129 PM CDT, Doppler radar was tracking strong thunderstorms along
a line extending from 8 miles northwest of Valentine to 8 miles
southeast of Valentine National Wildlife Refuge. Movement was
northeast at 50 mph.

Wind gusts up to 50 mph will be possible with these storms.

Locations impacted include...
Valentine, Ainsworth, Johnstown, Norden, Wood Lake, North River
Trail, Sparks, Smith Falls State Park, Schlagel Creek State Wildlife
Management Area, Antelope Peak, Highway 97 crossing the Niobrara
River, Big Alkali Lake State Wildlife Management Area and Highway 83
crossing Goose Creek.

This includes the following highways...
Highway 20 between mile markers 187 and 244.
Highway 97 between mile markers 133 and 141.
Highway 83 between mile markers 178 and 222.
Highway 12 between mile markers 1 and 39, and between mile markers
41 and 43.

A Severe Thunderstorm Watch remains in effect until 100 AM CDT for
north central Nebraska.",,Eastern Cherry; Brown; Keya Paha,2020-06-07,04:30:00,"at 1129 pm cdt, doppler radar was tracking strong thunderstorms along a line extending from 8 miles northwest of valentine to 8 miles southeast of valentine national wildlife refuge. movement was northeast at 50 mph. wind gusts up to 50 mph will be possible with these storms. locations impacted include... valentine, ainsworth, johnstown, norden, wood lake, north river trail, sparks, smith falls state park, schlagel creek state wildlife management area, antelope peak, highway 97 crossing the niobrara river, big alkali lake state wildlife management area and highway 83 crossing goose creek. this includes the following highways... highway 20 between mile markers 187 and 244. highway 97 between mile markers 133 and 141. highway 83 between mile markers 178 and 222. highway 12 between mile markers 1 and 39, and between mile markers 41 and 43. a severe thunderstorm watch remains in effect until 100 am cdt for north central nebraska.",Severe,2,3,1
NWS-130404-688764-476266,2013-12-31T13:02:19.000Z,Actual,Cancel,NWS Columbia SC,Flood Statement,['Avoid'],Immediate,Severe,Observed,Flood Statement issued December 31 at 8:02AM EST expiring January 1 at 6:28AM EST by NWS Columbia SC,"...THE FLOOD WARNING IS CANCELLED FOR THE FOLLOWING RIVERS IN SOUTH 
CAROLINA...
 
  SALUDA RIVER AT CHAPPELLS AFFECTING GREENWOOD...NEWBERRY AND 
  SALUDA COUNTIES 
  
...THE FLOOD WARNING CONTINUES FOR THE FOLLOWING RIVERS IN SOUTH 
CAROLINA...
 
  CONGAREE RIVER AT CAROLINA EASTMAN AFFECTING CALHOUN...LEXINGTON AND
  RICHLAND COUNTIES 
  
.RUNOFF FROM HEAVY RAIN OVER THE PAST WEEKEND COMBINED WITH RELEASES
BY RESERVOIRS UPSTREAM CONTINUE TO PRODUCE FLOODING ON THE CONGAREE 
RIVER.

PRECAUTIONARY/PREPAREDNESS ACTIONS...

SAFETY MESSAGE LOCAL MEDIA OR THE INTERNET FOR FURTHER STATEMENTS AND UPDATED 
FORECASTS.THE FLOOD WARNING IS CANCELLED FOR 
  THE SALUDA RIVER AT CHAPPELLS. 
* AT  7 AM TUESDAY THE STAGE WAS 13.6 FEET.
* FLOOD STAGE IS 14.0 FEET. 
* THE RIVER FELL BELOW FLOOD STAGE AT  6 AM TUESDAY. 
* AT 14.0 FEET...LOWLANDS AROUND AND DOWNSTREAM FROM CHAPPELLS BECOME 
  FLOODED. CATTLE GRAZING RIVER BOTTOMLAND SHOULD BE MOVED TO HIGHER 
  GROUND.

&&",,Newberry; Greenwood; Saluda,2013-12-31,13:02:19,...the flood warning is cancelled for the following rivers in south carolina... saluda river at chappells affecting greenwood...newberry and saluda counties ...the flood warning continues for the following rivers in south carolina... congaree river at carolina eastman affecting calhoun...lexington and richland counties .runoff from heavy rain over the past weekend combined with releases by reservoirs upstream continue to produce flooding on the congaree river. precautionary/preparedness actions... safety message local media or the internet for further statements and updated forecasts.the flood warning is cancelled for the saluda river at chappells. * at 7 am tuesday the stage was 13.6 feet. * flood stage is 14.0 feet. * the river fell below flood stage at 6 am tuesday. * at 14.0 feet...lowlands around and downstream from chappells become flooded. cattle grazing river bottomland should be moved to higher ground. &&,Minor,3,1,-2
NWS-IDP-PROD-4255692-3586643,2020-06-05T14:17:00.000Z,Actual,Update,NWS Baltimore MD/Washington DC,Flash Flood Watch,['Monitor'],Future,Severe,Possible,Flash Flood Watch issued June 5 at 10:17AM EDT until June 6 at 12:00AM EDT by NWS Baltimore MD/Washington DC,"The Flash Flood Watch continues for

* Portions of Maryland, The District of Columbia, Virginia, and
West Virginia, including the following areas, in Maryland,
Anne Arundel, Carroll, Central and Southeast Howard, Central
and Southeast Montgomery, Charles, Frederick, Northern
Baltimore, Northwest Harford, Northwest Howard, Northwest
Montgomery, Prince Georges, Southeast Harford, and Southern
Baltimore. The District of Columbia. In Virginia, Albemarle,
Arlington/Falls Church/Alexandria, Augusta, Central Virginia
Blue Ridge, Clarke, Culpeper, Eastern Highland, Eastern
Loudoun, Fairfax, Frederick, Greene, Madison, Nelson, Northern
Fauquier, Northern Virginia Blue Ridge, Orange, Page, Prince
William, Rappahannock, Rockingham, Shenandoah, Southern
Fauquier, Spotsylvania, Stafford, Warren, Western Highland,
and Western Loudoun. In West Virginia, Eastern Pendleton,
Hardy, and Jefferson.

* Through this evening

* Areas of heavy rain fell across the watch area last night.
Additional heavy rainfall is expected this afternoon as slow
moving thunderstorms develop by midday and slide east during
the afternoon and evening. Some areas could receive an
additional 1 to 3 inches of rain, which could result in flash
flooding.","A Flash Flood Watch means that conditions may develop that lead
to flash flooding. Flash flooding is a very dangerous situation.

You should monitor later forecasts and be prepared to take action
should Flash Flood Warnings be issued.",District of Columbia; Anne Arundel; Fairfax; Southern Fauquier; Frederick; Eastern Highland; Northern Virginia Blue Ridge; Warren; Northwest Howard; Northern Baltimore; Culpeper; Madison; Central Virginia Blue Ridge; Northern Fauquier; Central and Southeast Montgomery; Shenandoah; Rappahannock; Augusta; Jefferson; Southern Baltimore; Albemarle; Northwest Harford; Hardy; Carroll; Spotsylvania; Clarke; Western Highland; Prince Georges; Prince William/Manassas/Manassas Park; Charles; Eastern Loudoun; Arlington/Falls Church/Alexandria; Frederick; Orange; Page; Central and Southeast Howard; Western Loudoun; Greene; Stafford; Nelson; Southeast Harford; Northwest Montgomery; Rockingham; Eastern Pendleton,2020-06-05,14:17:00,"the flash flood watch continues for * portions of maryland, the district of columbia, virginia, and west virginia, including the following areas, in maryland, anne arundel, carroll, central and southeast howard, central and southeast montgomery, charles, frederick, northern baltimore, northwest harford, northwest howard, northwest montgomery, prince georges, southeast harford, and southern baltimore. the district of columbia. in virginia, albemarle, arlington/falls church/alexandria, augusta, central virginia blue ridge, clarke, culpeper, eastern highland, eastern loudoun, fairfax, frederick, greene, madison, nelson, northern fauquier, northern virginia blue ridge, orange, page, prince william, rappahannock, rockingham, shenandoah, southern fauquier, spotsylvania, stafford, warren, western highland, and western loudoun. in west virginia, eastern pendleton, hardy, and jefferson. * through this evening * areas of heavy rain fell across the watch area last night. additional heavy rainfall is expected this afternoon as slow moving thunderstorms develop by midday and slide east during the afternoon and evening. some areas could receive an additional 1 to 3 inches of rain, which could result in flash flooding.",Severe,3,3,0
NWS-IDP-PROD-4257907,2020-06-06T14:03:00.000Z,Actual,Alert,NWS North Platte NE,Special Weather Statement,['Execute'],Expected,Moderate,Observed,Special Weather Statement issued June 6 at 9:03AM CDT by NWS North Platte NE,"At 903 AM CDT, Doppler radar was tracking strong thunderstorms along
a line extending from 7 miles southeast of Long Pine to 11 miles
southwest of Amelia. Movement was east at 25 mph.

Dime size hail will be possible with these storms.

Locations impacted include...
Bassett, Atkinson, Stuart, Chambers, Newport, Amelia, Pony Lake and
Sybrant.

This includes the following highways...
Highway 183 between mile markers 173 and 182.
Highway 20 between mile markers 259 and 294.
Highway 281 between mile markers 161 and 170.",,Rock; Holt,2020-06-06,14:03:00,"at 903 am cdt, doppler radar was tracking strong thunderstorms along a line extending from 7 miles southeast of long pine to 11 miles southwest of amelia. movement was east at 25 mph. dime size hail will be possible with these storms. locations impacted include... bassett, atkinson, stuart, chambers, newport, amelia, pony lake and sybrant. this includes the following highways... highway 183 between mile markers 173 and 182. highway 20 between mile markers 259 and 294. highway 281 between mile markers 161 and 170.",Severe,2,3,1
NWS-IDP-PROD-4262103-3591003,2020-06-08T00:55:00.000Z,Actual,Update,NWS Rapid City SD,Severe Thunderstorm Warning,['Shelter'],Immediate,Severe,Observed,Severe Thunderstorm Warning issued June 7 at 6:55PM MDT until June 7 at 7:30PM MDT by NWS Rapid City SD,"At 654 PM MDT, a severe thunderstorm was located 5 miles northwest of
Ottumwa, or 18 miles northeast of Philip, moving northeast at 55 mph.

HAZARD...60 mph wind gusts and quarter size hail.

SOURCE...Radar indicated. At 635 PM MDT quarter size hail was
reported 13 miles west of Philip.

IMPACT...Hail damage to vehicles is expected. Expect wind damage to
roofs, siding, and trees.

Locations impacted include...
Kirley, Ottumwa and Nowlin.","For your protection move to an interior room on the lowest floor of a
building.","Haakon, SD",2020-06-08,00:55:00,"at 654 pm mdt, a severe thunderstorm was located 5 miles northwest of ottumwa, or 18 miles northeast of philip, moving northeast at 55 mph. hazard...60 mph wind gusts and quarter size hail. source...radar indicated. at 635 pm mdt quarter size hail was reported 13 miles west of philip. impact...hail damage to vehicles is expected. expect wind damage to roofs, siding, and trees. locations impacted include... kirley, ottumwa and nowlin.",Severe,3,3,0
NWS-130404-693285-479845,2014-01-03T02:29:10.000Z,Actual,Cancel,NWS Chicago IL,Lake Effect Snow Warning,['Avoid'],Expected,Extreme,Likely,Lake Effect Snow Warning issued January 2 at 8:28PM CST expiring January 3 at 3:00AM CST by NWS Chicago IL,"...LAKE EFFECT SNOW WARNING IS CANCELLED...

THE NATIONAL WEATHER SERVICE IN CHICAGO HAS ISSUED A WINTER
WEATHER ADVISORY FOR BLOWING AND DRIFTING SNOW...WHICH IS IN
EFFECT FROM 4 PM FRIDAY TO 9 AM CST SATURDAY. THE LAKE EFFECT SNOW
WARNING HAS BEEN CANCELLED.

* TIMING...BLOWING AND DRIFTING SNOW BEGINNING FRIDAY AFTERNOON.
  CONSIDERABLE BLOWING AND DRIFTING SNOW WITH BLIZZARD LIKE
  CONDITIONS FRIDAY EVENING THROUGH EARLY SATURDAY MORNING. 

* IMPACTS...WINDS SHIFT TO THE SOUTH FRIDAY MORNING WITH SPEEDS
  APPROACHING 20 TO 25 MPH AND GUSTS NEAR 35 MPH. THIS WILL CREATE
  CONSIDERABLE BLOWING AND DRIFTING OF SNOW WITH VISIBILITIES
  REDUCED TO NEAR ZERO AT TIMES...MAINLY IN OPEN AND RURAL AREAS.","A WINTER WEATHER ADVISORY FOR BLOWING SNOW MEANS THAT
VISIBILITIES WILL BE LIMITED DUE TO STRONG WINDS BLOWING SNOW
AROUND. USE CAUTION WHEN TRAVELING...ESPECIALLY IN OPEN AREAS.

",Lake,2014-01-03,02:29:10,...lake effect snow warning is cancelled... the national weather service in chicago has issued a winter weather advisory for blowing and drifting snow...which is in effect from 4 pm friday to 9 am cst saturday. the lake effect snow warning has been cancelled. * timing...blowing and drifting snow beginning friday afternoon. considerable blowing and drifting snow with blizzard like conditions friday evening through early saturday morning. * impacts...winds shift to the south friday morning with speeds approaching 20 to 25 mph and gusts near 35 mph. this will create considerable blowing and drifting of snow with visibilities reduced to near zero at times...mainly in open and rural areas.,Minor,4,1,-3
urn:oid:2.49.0.1.840.0.084b568f7fac4ff97fb884f4c6e4a0fb83a36249.001.1,2022-12-22T08:02:00.000Z,Actual,Update,NWS Mount Holly NJ,Flood Watch,['Prepare'],Future,Severe,Possible,Flood Watch issued December 22 at 3:02AM EST until December 23 at 7:00AM EST by NWS Mount Holly NJ,"* WHAT...Flooding caused by excessive rainfall continues to be
possible.

* WHERE...Portions of northern Delaware...southern New Jersey...and
southeast Pennsylvania...including the following areas...in
northern Delaware...New Castle. In southern New Jersey...Camden,
Gloucester, Northwestern Burlington, and Salem. In southeast
Pennsylvania...Delaware, Eastern Chester, Eastern Montgomery,
Lower Bucks, and Philadelphia.

* WHEN...From 1 PM EST this afternoon through Friday morning.

* IMPACTS...Excessive runoff may result in flooding of rivers,
creeks, streams, and other low-lying and flood-prone locations.
Creeks and streams may rise out of their banks. Flooding may occur
in poor drainage and urban areas.

* ADDITIONAL DETAILS...
- http://www.weather.gov/safety/flood
",,,2022-12-22,08:02:00,"* what...flooding caused by excessive rainfall continues to be possible. * where...portions of northern delaware...southern new jersey...and southeast pennsylvania...including the following areas...in northern delaware...new castle. in southern new jersey...camden, gloucester, northwestern burlington, and salem. in southeast pennsylvania...delaware, eastern chester, eastern montgomery, lower bucks, and philadelphia. * when...from 1 pm est this afternoon through friday morning. * impacts...excessive runoff may result in flooding of rivers, creeks, streams, and other low-lying and flood-prone locations. creeks and streams may rise out of their banks. flooding may occur in poor drainage and urban areas. * additional details... - http://www.weather.gov/safety/flood",Severe,3,3,0
